pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
CU,8/17/2019,83.1,-3.5885,5.3623,Jose Berrios,596059,621244,null,blocked_ball,,,,,14,null,R,L,R,TEX,MIN,B,null,null,1,1,2019,1.556,-0.1021,1.4927,0.5542,462101,608577,452254,1,5,Bot,null,null,,,641598,,190818_024601,8.5586,-120.5668,-4.2245,13.0942,25.6418,-32.5057,3.0992,1.4208,null,null,null,82.194,2549,6.059,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.4408,null,null,null,null,null,null,null,54,3,Curveball,6,9,6,9,9,6,6,9,Infield shift,Standard
FT,8/17/2019,93.5,-3.485,5.324,Jose Berrios,596059,621244,null,called_strike,,,,,7,null,R,L,R,TEX,MIN,S,null,null,1,0,2019,-1.3077,0.8225,-0.415,1.491,462101,608577,452254,1,5,Bot,null,null,,,641598,,190818_024532,10.8542,-135.7342,-5.9867,-18.5996,27.7621,-20.8363,3.1333,1.411,null,null,null,94.052,2262,6.596,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,53.9031,null,null,null,null,null,null,null,54,2,2-Seam Fastball,6,9,6,9,9,6,6,9,Infield shift,Standard
CU,8/17/2019,83.1,-3.7802,5.3952,Jose Berrios,596059,621244,null,ball,,,,,14,null,R,L,R,TEX,MIN,B,null,null,0,0,2019,1.2534,-0.3714,1.304,1.1666,462101,608577,452254,1,5,Bot,null,null,,,641598,,190818_024504,9.1447,-120.6292,-2.3707,9.9439,26.5708,-35.4597,3.1264,1.4047,null,null,null,81.988,2592,5.978,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.5211,null,null,null,null,null,null,null,54,1,Curveball,6,9,6,9,9,6,6,9,Infield shift,Standard
CU,8/17/2019,84.3,-3.7521,5.3099,Jose Berrios,452254,621244,walk,ball,,,,,14,Hunter Pence walks.   Elvis Andrus to 3rd.    Nomar Mazara to 2nd.  ,R,R,R,TEX,MIN,B,null,null,3,2,2019,1.317,-0.0187,0.9045,0.865,null,462101,608577,1,5,Bot,null,null,,,641598,,190818_024326,8.1906,-122.5719,-3.9225,11.6422,22.887,-31.848,3.4886,1.8361,null,null,null,84.003,2562,6.014,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.4855,null,null,0.7,1,0,0,null,53,6,Curveball,6,9,6,9,9,6,6,9,Standard,Standard
CH,8/17/2019,81.4,-3.6626,5.1753,Jose Berrios,452254,621244,null,swinging_strike,,,,,14,null,R,R,R,TEX,MIN,S,null,null,3,1,2019,-1.0148,0.8596,0.4695,1.4078,null,462101,608577,1,5,Bot,null,null,,,641598,,190818_024249,11.2034,-117.9852,-3.4535,-11.6126,22.2099,-23.6836,3.2144,1.6315,null,null,null,81.297,1951,6.412,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.0873,null,null,null,null,null,null,null,53,5,Changeup,6,9,6,9,9,6,6,9,Standard,Standard
CH,8/17/2019,83.4,-3.5872,5.1968,Jose Berrios,452254,621244,null,ball,,,,,14,null,R,R,R,TEX,MIN,B,null,null,2,1,2019,-1.0395,0.7804,0.3058,0.8165,null,462101,608577,1,5,Bot,null,null,,,641598,,190818_024157,10.9403,-120.7758,-5.0223,-12.3984,25.4862,-23.774,3.4328,1.7565,null,null,null,82.735,1932,6.303,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.1963,null,null,null,null,null,null,null,53,4,Changeup,6,9,6,9,9,6,6,9,Standard,Standard
FT,8/17/2019,92.7,-3.5342,5.4421,Jose Berrios,452254,621244,null,ball,,,,,13,null,R,R,R,TEX,MIN,B,null,null,1,1,2019,-1.3199,0.7994,-1.8477,2.3431,null,462101,608577,1,5,Bot,null,null,,,641598,,190818_024125,7.2088,-134.7702,-3.8815,-17.6748,28.5356,-21.7781,3.4705,1.9103,null,null,null,92.928,2134,6.417,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.0823,null,null,null,null,null,null,null,53,3,2-Seam Fastball,6,9,6,9,9,6,6,9,Standard,Standard
FF,8/17/2019,92.7,-3.405,5.409,Jose Berrios,452254,621244,null,called_strike,,,,,8,null,R,R,R,TEX,MIN,S,null,null,1,0,2019,-1.1077,0.9123,-0.1649,1.9964,null,462101,608577,1,5,Bot,null,null,,,641598,,190818_024056,10.7302,-134.633,-4.9258,-15.8302,28.5043,-20.1676,3.4485,1.7937,null,null,null,92.953,2065,6.49,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.0099,null,null,null,null,null,null,null,53,2,4-Seam Fastball,6,9,6,9,9,6,6,9,Standard,Standard
FT,8/17/2019,92.4,-3.6011,5.3775,Jose Berrios,452254,621244,null,ball,,,,,13,null,R,R,R,TEX,MIN,B,null,null,0,0,2019,-1.267,1.0506,-0.8465,1.504,null,462101,608577,1,5,Bot,null,null,,,641598,,190818_024033,9.7771,-134.1746,-6.3282,-17.4185,28.4025,-18.3148,3.4665,1.7663,null,null,null,92.469,2121,6.398,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.1019,null,null,null,null,null,null,null,53,1,2-Seam Fastball,6,9,6,9,9,6,6,9,Standard,Standard
FF,8/17/2019,92.8,-3.5597,5.4231,Jose Berrios,608577,621244,single,hit_into_play_no_out,,,,,5,Nomar Mazara singles on a fly ball to left fielder Eddie Rosario.   Elvis Andrus to 2nd.  ,R,L,R,TEX,MIN,X,7,fly_ball,1,1,2019,-1.0578,1.1784,-0.2589,2.3518,null,null,462101,1,5,Bot,92.65,114.9,,,641598,,190818_023921,10.7953,-134.7456,-4.6579,-15.2716,28.5253,-16.921,3.3169,1.5924,208,82.2,58.4,93.096,2258,6.526,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,53.973,0.03,0.03,0.9,1,1,0,3,52,3,4-Seam Fastball,6,9,6,9,9,6,6,9,Standard,Standard
CH,8/17/2019,81.2,-3.7194,5.1503,Jose Berrios,608577,621244,null,ball,,,,,14,null,R,L,R,TEX,MIN,B,null,null,0,1,2019,-1.0437,0.2161,0.916,1.4262,null,null,462101,1,5,Bot,null,null,,,641598,,190818_023853,12.3066,-117.7036,-2.1371,-11.8354,20.0033,-29.9895,3.41,1.6042,null,null,null,81.187,1579,6.259,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.2401,null,null,null,null,null,null,null,52,2,Changeup,6,9,6,9,9,6,6,9,Strategic,Standard
FF,8/17/2019,93.5,-3.4745,5.5764,Jose Berrios,608577,621244,null,foul,,,,,1,null,R,L,R,TEX,MIN,S,null,null,0,0,2019,-1.0059,1.1615,-0.7874,2.8192,null,null,462101,1,5,Bot,null,null,,,641598,,190818_023753,9.1577,-135.7913,-3.8857,-14.5277,30.95,-17.1413,3.3151,1.64,null,null,null,93.414,2186,6.439,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.0605,null,null,null,null,null,null,null,52,1,4-Seam Fastball,6,9,6,9,9,6,6,9,Standard,Standard
FT,8/17/2019,92.6,-3.4424,5.4076,Jose Berrios,462101,621244,single,hit_into_play_no_out,,,,,8,Elvis Andrus singles on a sharp ground ball to center fielder Jake Cave.  ,R,R,R,TEX,MIN,X,8,ground_ball,2,2,2019,-1.2572,0.938,-0.026,1.765,null,null,null,1,5,Bot,129.6,80.98,,,641598,,190818_023706,11.4796,-134.3425,-5.543,-17.7094,27.734,-19.7827,3.0983,1.4159,5,102.1,-19.9,92.813,1961,6.476,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.0239,0.208,0.175,0.9,1,1,0,2,51,5,2-Seam Fastball,6,9,6,9,9,6,6,9,Standard,Standard
FT,8/17/2019,92.5,-3.548,5.3433,Jose Berrios,462101,621244,null,ball,,,,,13,null,R,R,R,TEX,MIN,B,null,null,1,2,2019,-1.2568,0.4892,-1.3719,1.9727,null,null,null,1,5,Bot,null,null,,,641598,,190818_023636,8.3307,-134.5142,-3.8509,-17.1513,29.7633,-25.5738,3.1342,1.4175,null,null,null,92.715,2007,6.499,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.0009,null,null,null,null,null,null,null,51,4,2-Seam Fastball,6,9,6,9,9,6,6,9,Standard,Standard
CH,8/17/2019,82.4,-3.6514,5.2083,Jose Berrios,462101,621244,null,foul,,,,,4,null,R,R,R,TEX,MIN,S,null,null,1,1,2019,-1.3348,0.3237,-0.7718,2.0942,null,null,null,1,5,Bot,null,null,,,641598,,190818_023610,9.1962,-119.6949,-1.1092,-14.7844,25.223,-29.0454,3.1979,1.4061,8,93.3,-17.2,82.403,1881,6.596,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,53.9032,null,null,null,null,null,null,null,51,3,Changeup,6,9,6,9,9,6,6,9,Standard,Standard
CH,8/17/2019,82.6,-3.6343,5.2536,Jose Berrios,462101,621244,null,called_strike,,,,,8,null,R,R,R,TEX,MIN,S,null,null,1,0,2019,-1.3243,0.4249,0.0895,1.8831,null,null,null,1,5,Bot,null,null,,,641598,,190818_023556,10.971,-119.7609,-1.8816,-14.8698,25.0486,-27.9888,3.4317,1.4862,null,null,null,81.822,1660,6.154,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.3452,null,null,null,null,null,null,null,51,2,Changeup,6,9,6,9,9,6,6,9,Standard,Standard
FT,8/17/2019,91,-3.5269,5.3891,Jose Berrios,462101,621244,null,ball,,,,,13,null,R,R,R,TEX,MIN,B,null,null,0,0,2019,-1.4356,0.5358,-1.7348,2.1384,null,null,null,1,5,Bot,null,null,,,641598,,190818_023540,7.5339,-132.2094,-3.2993,-18.3864,31.4013,-25.4436,3.1515,1.3595,null,null,null,90.275,1996,6.194,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.3057,null,null,null,null,null,null,null,51,1,2-Seam Fastball,6,9,6,9,9,6,6,9,Standard,Standard
CH,8/17/2019,82.8,-3.6507,5.1952,Jose Berrios,542454,621244,field_out,hit_into_play,,,,,7,Danny Santana grounds out to first baseman C.  J. Cron.  ,R,L,R,TEX,MIN,X,3,ground_ball,0,1,2019,-1.2121,0.7377,-0.3067,1.6171,null,null,null,0,5,Bot,156.86,169.41,,,641598,,190818_023453,9.9906,-120.2588,-3.1131,-13.6608,22.4657,-24.6206,3.2943,1.55,46,87.3,1.2,82.875,1610,6.362,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.1379,0.332,0.312,0,1,0,0,2,50,2,Changeup,6,9,6,9,9,6,6,9,Standard,Standard
CH,8/17/2019,84.6,-3.7064,5.1675,Jose Berrios,542454,621244,null,called_strike,,,,,4,null,R,L,R,TEX,MIN,S,null,null,0,0,2019,-1.1623,0.2491,-0.5272,2.6688,null,null,null,0,5,Bot,null,null,,,641598,,190818_023439,9.6884,-122.8872,0.016,-13.5824,22.9473,-29.8625,3.2549,1.5322,null,null,null,84.552,1586,6.227,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.2727,null,null,null,null,null,null,null,50,1,Changeup,6,9,6,9,9,6,6,9,Standard,Standard
CU,8/17/2019,81.4,-3.6756,5.2793,Jose Berrios,425783,621244,strikeout,swinging_strike_blocked,,,,,14,Shin-Soo Choo strikes out swinging.  ,R,L,R,TEX,MIN,S,2,null,1,2,2019,1.3901,-0.4559,1.0321,1.1452,null,null,null,2,4,Bot,null,null,,,641598,,190818_021745,7.8781,-118.3354,-1.7812,11.3302,22.9917,-36.2856,3.1888,1.5834,null,null,null,80.769,2421,5.953,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.5469,null,null,0,1,0,0,null,42,4,Curveball,6,8,6,8,8,6,6,8,Standard,Standard
CU,8/17/2019,81.9,-3.5452,5.3504,Jose Berrios,425783,621244,null,ball,,,,,13,null,R,L,R,TEX,MIN,B,null,null,0,2,2019,1.1429,-0.8381,-1.1482,1.9287,null,null,null,2,4,Bot,null,null,,,641598,,190818_021727,3.2161,-119.1039,0.4526,10.0229,23.8863,-40.3367,3.1471,1.4659,null,null,null,81.113,2399,5.888,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.6116,null,null,null,null,null,null,null,42,3,Curveball,6,8,6,8,8,6,6,8,Standard,Standard
CH,8/17/2019,82.1,-3.5693,5.1601,Jose Berrios,425783,621244,null,swinging_strike,,,,,13,null,R,L,R,TEX,MIN,S,null,null,0,1,2019,-1.1875,0.0535,-0.9286,0.9527,null,null,null,2,4,Bot,null,null,,,641598,,190818_021708,8.2738,-119.3653,-3.0975,-12.9101,21.9932,-31.2955,3.2348,1.5942,null,null,null,82.265,1719,6.351,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.148,null,null,null,null,null,null,null,42,2,Changeup,6,8,6,8,8,6,6,8,Standard,Standard
CU,8/17/2019,73.8,-3.811,5.1001,Jose Berrios,425783,621244,null,called_strike,,,,,8,null,R,L,R,TEX,MIN,S,null,null,0,0,2019,1.2895,-0.5449,-0.0472,1.6945,null,null,null,2,4,Bot,null,null,,,641598,,190818_021655,5.41,-107.2816,1.312,8.9015,18.9497,-36.8028,3.2332,1.4472,null,null,null,73.424,2221,6.11,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.3893,null,null,null,null,null,null,null,42,1,Curveball,6,8,6,8,8,6,6,8,Standard,Standard
FF,8/17/2019,93.5,-3.5158,5.4232,Jose Berrios,624431,621244,field_out,hit_into_play,,,,,2,Jose Trevino lines out to center fielder Jake Cave.  ,R,R,R,TEX,MIN,X,8,line_drive,0,1,2019,-0.7732,1.1802,-0.0578,2.5741,null,null,null,1,4,Bot,111.65,45.18,,,641598,,190818_021621,10.5873,-135.7826,-4.1751,-11.8057,28.7704,-16.9036,3.073,1.3754,363,93.6,25.9,93.425,2032,6.284,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.2157,0.228,0.345,0,1,0,0,3,41,2,4-Seam Fastball,6,8,6,8,8,6,6,8,Standard,Standard
CU,8/17/2019,82,-3.7402,5.2765,Jose Berrios,624431,621244,null,called_strike,,,,,5,null,R,R,R,TEX,MIN,S,null,null,0,0,2019,1.469,-0.1917,0.0544,2.0932,null,null,null,1,4,Bot,null,null,,,641598,,190818_021557,5.7411,-119.2763,-0.2777,12.5749,23.1026,-34.1573,3.0938,1.3733,null,null,null,81.037,2379,5.671,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.8288,null,null,null,null,null,null,null,41,1,Curveball,6,8,6,8,8,6,6,8,Standard,Standard
CH,8/17/2019,82.9,-3.6336,5.1657,Jose Berrios,643396,621244,strikeout,swinging_strike,,,,,8,Isiah Kiner-Falefa strikes out swinging.  ,R,R,R,TEX,MIN,S,2,null,2,2,2019,-1.0212,0.6517,-0.2735,1.4239,null,null,null,0,4,Bot,null,null,,,641598,,190818_021523,9.6928,-120.3825,-3.3745,-11.7574,21.4454,-25.3623,3.242,1.5011,null,null,null,83.284,1901,6.474,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.026,null,null,0,1,0,0,null,40,5,Changeup,6,8,6,8,8,6,6,8,Standard,Standard
FT,8/17/2019,91.1,-3.4336,5.405,Jose Berrios,643396,621244,null,called_strike,,,,,5,null,R,R,R,TEX,MIN,S,null,null,2,1,2019,-1.1331,0.3809,0.0432,2.6493,null,null,null,0,4,Bot,null,null,,,641598,,190818_021506,11.2993,-132.3708,-1.9269,-15.7554,24.2608,-27.3842,3.2393,1.4856,null,null,null,92.387,1924,6.823,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,53.6764,null,null,null,null,null,null,null,40,4,2-Seam Fastball,6,8,6,8,8,6,6,8,Standard,Standard
FT,8/17/2019,92.2,-3.5546,5.2786,Jose Berrios,643396,621244,null,foul,,,,,7,null,R,R,R,TEX,MIN,S,null,null,2,0,2019,-1.2631,0.8897,-0.473,1.5103,null,null,null,0,4,Bot,null,null,,,641598,,190818_021443,10.723,-133.9623,-5.7814,-17.7203,27.2218,-20.2301,3.2284,1.48,null,null,null,93.233,2052,6.85,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,53.6493,null,null,null,null,null,null,null,40,3,2-Seam Fastball,6,8,6,8,8,6,6,8,Standard,Standard
CU,8/17/2019,79.5,-3.6753,5.2574,Jose Berrios,643396,621244,null,ball,,,,,13,null,R,R,R,TEX,MIN,B,null,null,1,0,2019,1.4078,-0.552,-1.0297,2.1668,null,null,null,0,4,Bot,null,null,,,641598,,190818_021426,3.1853,-115.6008,1.0014,11.7163,22.0736,-37.4514,3.165,1.438,null,null,null,78.551,2118,5.717,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.7823,null,null,null,null,null,null,null,40,2,Curveball,6,8,6,8,8,6,6,8,Standard,Standard
FF,8/17/2019,92,-3.4979,5.4579,Jose Berrios,643396,621244,null,ball,,,,,12,null,R,R,R,TEX,MIN,B,null,null,0,0,2019,-0.6432,1.173,1.1625,2.7034,null,null,null,0,4,Bot,null,null,,,641598,,190818_021413,13.2917,-133.3382,-3.6913,-10.6316,28.6663,-17.3981,3.19,1.48,null,null,null,92.378,2122,6.735,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,53.7643,null,null,null,null,null,null,null,40,1,4-Seam Fastball,6,8,6,8,8,6,6,8,Standard,Standard
FF,8/17/2019,93.5,-3.5976,5.5917,Jose Berrios,523253,621244,strikeout,swinging_strike,,,,,2,Logan Forsythe strikes out swinging.  ,R,R,R,TEX,MIN,S,2,null,3,2,2019,-0.5536,1.278,-0.1699,3.1665,null,null,596059,2,3,Bot,null,null,,,641598,,190818_020319,10.0785,-135.7452,-3.2801,-9.1922,31.6098,-15.8284,3.2162,1.48,null,null,null,93.398,2076,6.5,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,53.9991,null,null,0,1,0,0,null,36,7,4-Seam Fastball,6,8,6,8,8,6,6,8,Standard,Standard
FT,8/17/2019,92.7,-3.6056,5.3956,Jose Berrios,523253,621244,null,foul,,,,,7,null,R,R,R,TEX,MIN,S,null,null,3,2,2019,-1.5849,0.8439,-0.4209,1.8025,null,null,596059,2,3,Bot,null,null,,,641598,,190818_020237,11.6775,-134.5126,-5.2161,-21.9817,29.981,-20.8992,3.1814,1.51,null,null,null,92.9,2124,6.626,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,53.874,null,null,null,null,null,null,null,36,6,2-Seam Fastball,6,8,6,8,8,6,6,8,Standard,Standard
FT,8/17/2019,92.2,-3.6423,5.391,Jose Berrios,523253,621244,null,foul,,,,,4,null,R,R,R,TEX,MIN,S,null,null,3,1,2019,-1.3925,0.8239,-0.7332,2.3012,null,null,596059,2,3,Bot,null,null,,,641598,,190818_020205,10.3664,-133.7564,-3.7517,-18.8997,29.2255,-21.7353,3.2086,1.51,5,74.4,-26.6,91.8,2115,6.247,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.2521,null,null,null,null,null,null,null,36,5,2-Seam Fastball,6,8,6,8,8,6,6,8,Standard,Standard
CU,8/17/2019,81,-3.6702,5.3748,Jose Berrios,523253,621244,null,ball,,,,,14,null,R,R,R,TEX,MIN,B,null,null,2,1,2019,1.5572,-0.6653,0.083,1.1207,null,null,596059,2,3,Bot,null,null,,,641598,,190818_020140,5.4028,-117.7092,-1.4895,13.0182,25.5398,-38.1735,3.2649,1.5694,null,null,null,80.133,2511,6.094,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.4059,null,null,null,null,null,null,null,36,4,Curveball,6,8,6,8,8,6,6,8,Standard,Standard
FT,8/17/2019,91.7,-3.6599,5.4149,Jose Berrios,523253,621244,null,called_strike,,,,,6,null,R,R,R,TEX,MIN,S,null,null,2,0,2019,-1.1599,0.891,0.3281,2.3847,null,null,596059,2,3,Bot,null,null,,,641598,,190818_020115,12.5394,-132.9974,-3.7246,-16.265,25.7141,-21.0186,3.2626,1.5032,null,null,null,91.786,2139,6.303,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.1964,null,null,null,null,null,null,null,36,3,2-Seam Fastball,6,8,6,8,8,6,6,8,Standard,Standard
CU,8/17/2019,79.6,-3.5998,5.3392,Jose Berrios,523253,621244,null,ball,,,,,11,null,R,R,R,TEX,MIN,B,null,null,1,0,2019,1.5713,-0.3769,-1.1119,2.9812,null,null,596059,2,3,Bot,null,null,,,641598,,190818_020054,2.5316,-115.8085,2.2958,13.4353,22.7247,-36.2082,3.1928,1.5406,null,null,null,79.066,2210,6.041,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.458,null,null,null,null,null,null,null,36,2,Curveball,6,8,6,8,8,6,6,8,Standard,Standard
CU,8/17/2019,81.2,-3.7924,5.2694,Jose Berrios,523253,621244,null,blocked_ball,,,,,14,null,R,R,R,TEX,MIN,B,null,null,0,0,2019,1.2066,-0.407,1.9454,0.4666,null,null,596059,2,3,Bot,null,null,,,641598,,190818_020025,10.4812,-117.8244,-3.2646,8.9559,23.7729,-35.4935,3.2183,1.5024,null,null,null,80.428,2350,6.057,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.4426,null,null,null,null,null,null,null,36,1,Curveball,6,8,6,8,8,6,6,8,Standard,Standard
CH,8/17/2019,83.5,-3.7389,5.0454,Jose Berrios,596059,621244,single,hit_into_play_no_out,,,,,7,Rougned Odor singles on a sharp line drive to right fielder Marwin Gonzalez.  ,R,L,R,TEX,MIN,X,9,line_drive,1,0,2019,-0.9224,0.2863,-0.3829,1.7985,null,null,null,2,3,Bot,190.77,111.87,,,641598,,190818_015920,9.4382,-121.2797,-1.6516,-10.6584,20.2206,-29.2781,3.1616,1.3257,150,108.5,7.7,83.387,1601,5.989,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.5101,0.722,0.684,0.9,1,1,0,4,35,2,Changeup,6,8,6,8,8,6,6,8,Infield shift,Standard
CH,8/17/2019,83.9,-3.6108,5.1675,Jose Berrios,596059,621244,null,ball,,,,,11,null,R,L,R,TEX,MIN,B,null,null,0,0,2019,-1.071,0.2609,-1.2499,2.9088,null,null,null,2,3,Bot,null,null,,,641598,,190818_015903,7.5834,-122.076,0.5878,-12.1124,20.8952,-29.8264,3.142,1.3063,null,null,null,84.45,1662,6.363,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.136,null,null,null,null,null,null,null,35,1,Changeup,6,8,6,8,8,6,6,8,Infield shift,Standard
CH,8/17/2019,82.5,-3.4844,5.2319,Jose Berrios,452254,621244,strikeout,swinging_strike,,,,,13,Hunter Pence strikes out swinging.  ,R,R,R,TEX,MIN,S,2,null,0,2,2019,-1.253,0.5579,-0.9754,1.5023,null,null,null,1,3,Bot,null,null,,,641598,,190818_015823,8.0374,-119.8736,-3.0486,-13.4094,21.2745,-26.5129,3.4347,1.7601,null,null,null,82.148,1685,5.951,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.5483,null,null,0,1,0,0,null,34,3,Changeup,6,8,6,8,8,6,6,8,Standard,Standard
CH,8/17/2019,83.7,-3.5461,5.2721,Jose Berrios,452254,621244,null,swinging_strike,,,,,4,null,R,R,R,TEX,MIN,S,null,null,0,1,2019,-0.968,-0.0205,-0.3651,2.8801,null,null,null,1,3,Bot,null,null,,,641598,,190818_015806,9.277,-121.5855,0.9159,-11.3774,21.8696,-32.7338,3.4056,1.71,null,null,null,84.158,1521,6.5,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,53.9996,null,null,null,null,null,null,null,34,2,Changeup,6,8,6,8,8,6,6,8,Standard,Standard
CU,8/17/2019,80.8,-3.8183,5.2243,Jose Berrios,452254,621244,null,swinging_strike,,,,,1,null,R,R,R,TEX,MIN,S,null,null,0,0,2019,0.8329,-0.0238,-0.7995,3.2384,null,null,null,1,3,Bot,null,null,,,641598,,190818_015749,5.1305,-117.5962,2.1719,6.8165,19.6514,-32.9656,3.4088,1.7844,null,null,null,80.635,2258,5.903,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.5968,null,null,null,null,null,null,null,34,1,Curveball,6,8,6,8,8,6,6,8,Standard,Standard
CU,8/17/2019,83,-3.6554,5.3948,Jose Berrios,608577,621244,field_out,hit_into_play,,,,,5,"Nomar Mazara grounds out, first baseman C.  J. Cron to pitcher Jose Berrios.  ",R,L,R,TEX,MIN,X,3,ground_ball,1,2,2019,1.3562,-0.0639,0.0757,2.135,null,null,null,0,3,Bot,159.88,165.17,,,641598,,190818_015703,5.8702,-120.596,-0.7797,11.5944,25.718,-32.8845,3.2396,1.64,7,92.7,-18.4,81.685,2306,5.704,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.7956,0.155,0.142,0,1,0,0,2,33,5,Curveball,6,8,6,8,8,6,6,8,Standard,Standard
FF,8/17/2019,94.7,-3.522,5.5859,Jose Berrios,608577,621244,null,foul,,,,,11,null,R,L,R,TEX,MIN,S,null,null,1,2,2019,-1.099,1.167,-0.9511,3.5611,null,null,null,0,3,Bot,null,null,,,641598,,190818_015637,9.109,-137.6824,-2.1928,-15.8701,29.7688,-17.1576,3.3072,1.64,250,81.8,43.7,94.468,2143,6.143,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.356,null,null,null,null,null,null,null,33,4,4-Seam Fastball,6,8,6,8,8,6,6,8,Standard,Standard
FF,8/17/2019,93.8,-3.4589,5.4976,Jose Berrios,608577,621244,null,called_strike,,,,,2,null,R,L,R,TEX,MIN,S,null,null,1,1,2019,-0.8672,1.0845,0.1308,3.259,null,null,null,0,3,Bot,null,null,,,641598,,190818_015620,11.1489,-136.2469,-2.4548,-13.0742,27.725,-18.3669,3.4337,1.6555,null,null,null,93.782,2055,6.214,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.2859,null,null,null,null,null,null,null,33,3,4-Seam Fastball,6,8,6,8,8,6,6,8,Standard,Standard
CU,8/17/2019,82.4,-3.6332,5.37,Jose Berrios,608577,621244,null,swinging_strike,,,,,9,null,R,L,R,TEX,MIN,S,null,null,1,0,2019,1.502,-0.3674,0.4055,2.1024,null,null,null,0,3,Bot,null,null,,,641598,,190818_015601,6.249,-119.7403,-0.1545,12.8904,24.297,-35.8566,3.2611,1.64,null,null,null,81.511,2342,5.879,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.6206,null,null,null,null,null,null,null,33,2,Curveball,6,8,6,8,8,6,6,8,Standard,Standard
CU,8/17/2019,82,-3.6457,5.3765,Jose Berrios,608577,621244,null,ball,,,,,11,null,R,L,R,TEX,MIN,B,null,null,0,0,2019,1.2254,-0.2898,-1.0779,2.784,null,null,null,0,3,Bot,null,null,,,641598,,190818_015546,3.4511,-119.2931,1.2466,10.7598,23.7229,-35.3802,3.2549,1.5407,null,null,null,81.139,2247,5.793,566828,621244,641598,543068,650333,593934,593871,592696,595909,503556,54.7061,null,null,null,null,null,null,null,33,1,Curveball,6,8,6,8,8,6,6,8,Standard,Standard
