pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
CH,5/31/2019,83.1,-3.4168,5.3148,Jose Berrios,628338,621244,null,called_strike,,,,,8,null,R,R,R,TB,MIN,S,null,null,0,0,2019,-1.3605,0.1766,-0.1201,1.4524,null,null,null,1,7,Bot,null,null,,,553902,,190601_010930,10.3548,-120.733,-2.7362,-15.5397,23.3879,-30.0756,3.2175,1.55,null,null,null,83.815,1609,6.835,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,53.6646,null,null,null,null,null,null,null,57,1,Changeup,3,3,3,3,3,3,3,3,Strategic,Standard
FT,5/31/2019,90.7,-3.3644,5.4482,Jose Berrios,572287,621244,field_out,hit_into_play,,,,,11,Mike Zunino flies out to left fielder Eddie Rosario.  ,R,R,R,TB,MIN,X,7,fly_ball,0,0,2019,-1.6228,0.763,-0.8554,2.6536,null,null,null,0,7,Bot,37.26,84.71,,,553902,,190601_010850,9.777,-131.6563,-2.6511,-21.0707,29.2243,-22.915,3.467,1.589,339,89.4,27.9,90.654,2083,6.501,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,53.9985,0.088,0.11,0,1,0,0,3,56,1,2-Seam Fastball,3,3,3,3,3,3,3,3,Infield shift,Standard
CU,5/31/2019,84.2,-3.5091,5.5445,Jose Berrios,621002,621244,strikeout,swinging_strike,,,,,6,Daniel Robertson strikes out swinging.  ,R,R,R,TB,MIN,S,2,null,3,2,2019,1.4336,0.2437,0.3849,2.6615,null,null,null,2,6,Bot,null,null,,,553902,,190601_005908,6.1801,-122.2982,-0.7014,12.7203,26.433,-29.8937,3.2,1.52,null,null,null,83.12,2398,5.893,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.6069,null,null,0,1,0,0,null,52,6,Curveball,3,3,3,3,3,3,3,3,Standard,Standard
FF,5/31/2019,94.9,-3.2353,5.6346,Jose Berrios,621002,621244,null,ball,,,,,12,null,R,R,R,TB,MIN,B,null,null,2,2,2019,-0.6437,1.4076,0.8913,3.5878,null,null,null,2,6,Bot,null,null,,,553902,,190601_005600,12.2777,-137.6337,-2.7961,-11.1349,32.9029,-13.7938,3.2007,1.52,null,null,null,94.802,2110,6.592,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,53.9077,null,null,null,null,null,null,null,52,5,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard
CH,5/31/2019,81.8,-3.4369,5.317,Jose Berrios,621002,621244,null,foul,,,,,5,null,R,R,R,TB,MIN,S,null,null,2,1,2019,-1.3723,-0.1155,0.1523,2.0674,null,null,null,2,6,Bot,null,null,,,553902,,190601_005537,10.7296,-118.6532,-0.471,-15.0685,23.4959,-33.3898,3.2,1.52,null,null,null,81.576,1750,6.393,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.1065,null,null,null,null,null,null,null,52,4,Changeup,3,3,3,3,3,3,3,3,Standard,Standard
CU,5/31/2019,81.4,-3.5995,5.4168,Jose Berrios,621002,621244,null,ball,,,,,14,null,R,R,R,TB,MIN,B,null,null,1,1,2019,1.4221,-0.1565,1.2422,0.7619,null,null,null,2,6,Bot,null,null,,,553902,,190601_005518,8.1056,-118.165,-3.4122,11.3182,25.3959,-33.1362,3.2251,1.52,null,null,null,80.446,2360,6.061,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.439,null,null,null,null,null,null,null,52,3,Curveball,3,3,3,3,3,3,3,3,Standard,Standard
CU,5/31/2019,82.1,-3.5442,5.4165,Jose Berrios,621002,621244,null,called_strike,,,,,14,null,R,R,R,TB,MIN,S,null,null,1,0,2019,1.0901,0.054,1.1821,2.0294,null,null,null,2,6,Bot,null,null,,,553902,,190601_005505,8.5473,-119.2102,-1.1507,8.4699,24.3724,-31.6797,3.1381,1.5592,null,null,null,81.286,2202,6.001,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.4989,null,null,null,null,null,null,null,52,2,Curveball,3,3,3,3,3,3,3,3,Standard,Standard
FF,5/31/2019,93.8,-3.4337,5.524,Jose Berrios,621002,621244,null,ball,,,,,12,null,R,R,R,TB,MIN,B,null,null,0,0,2019,-0.586,1.4611,0.1697,4.6903,null,null,null,2,6,Bot,null,null,,,553902,,190601_005452,10.6205,-136.1479,0.3966,-9.76,31.8967,-14.3611,3.2871,1.52,null,null,null,93.56,2036,6.44,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.0592,null,null,null,null,null,null,null,52,1,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard
CH,5/31/2019,82.9,-3.482,5.3877,Jose Berrios,595281,621244,field_out,hit_into_play,,,,,13,"Kevin Kiermaier grounds out, second baseman Jonathan Schoop to first baseman C.  J. Cron.  ",R,L,R,TB,MIN,X,4,ground_ball,0,1,2019,-1.3555,0.0101,-0.8535,1.8413,null,null,null,1,6,Bot,126.46,201.71,,,553902,,190601_005419,8.6228,-120.4213,-1.5728,-14.8579,25.0147,-31.9854,3.34,1.58,5,91.5,-23.7,82.45,1646,6.243,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.2566,0.118,0.115,0,1,0,0,2,51,2,Changeup,3,3,3,3,3,3,3,3,Standard,Standard
FT,5/31/2019,93.9,-3.5386,5.46,Jose Berrios,595281,621244,null,swinging_strike,,,,,11,null,R,L,R,TB,MIN,S,null,null,0,0,2019,-1.6741,0.6061,-1.2073,3.0165,null,null,null,1,6,Bot,null,null,,,553902,,190601_005404,9.7566,-136.3901,-1.894,-23.12,31.8257,-24.4101,3.34,1.58,null,null,null,93.717,2198,6.421,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.0789,null,null,null,null,null,null,null,51,1,2-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard
FT,5/31/2019,92.9,-3.125,5.5403,Jose Berrios,624414,621244,field_out,hit_into_play,,,,,7,"Christian Arroyo grounds out, shortstop Marwin Gonzalez to first baseman C.  J. Cron.  ",R,R,R,TB,MIN,X,6,ground_ball,1,2,2019,-1.368,1.1251,-0.3888,2.0915,null,null,null,0,6,Bot,115.61,153.48,,,553902,,190601_005333,10.0391,-134.9166,-5.4966,-19.0001,30.1868,-17.3778,3.31,1.56,5,88.1,-24.1,92.965,2198,6.501,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,53.9984,0.088,0.081,0,1,0,0,2,50,5,2-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard
CH,5/31/2019,83.5,-3.4131,5.4072,Jose Berrios,624414,621244,null,foul,,,,,9,null,R,R,R,TB,MIN,S,null,null,1,2,2019,-1.3921,0.4856,0.4694,1.9782,null,null,null,0,6,Bot,null,null,,,553902,,190601_005314,11.6311,-121.0165,-2.3732,-15.8906,22.8159,-27.1573,3.31,1.56,240,84.3,25.3,83.333,1680,6.325,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.174,null,null,null,null,null,null,null,50,4,Changeup,3,3,3,3,3,3,3,3,Standard,Standard
CH,5/31/2019,83,-3.3903,5.3479,Jose Berrios,624414,621244,null,ball,,,,,14,null,R,R,R,TB,MIN,B,null,null,0,2,2019,-1.2976,0.3059,1.2959,1.5741,null,null,null,0,6,Bot,null,null,,,553902,,190601_005257,13.205,-120.1455,-2.6778,-15.1283,23.3584,-28.9072,3.2386,1.56,null,null,null,82.649,1712,6.353,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.1464,null,null,null,null,null,null,null,50,3,Changeup,3,3,3,3,3,3,3,3,Standard,Standard
CU,5/31/2019,81.4,-3.6851,5.3923,Jose Berrios,624414,621244,null,foul,,,,,6,null,R,R,R,TB,MIN,S,null,null,0,1,2019,1.2248,0.0555,0.4795,2.3148,null,null,null,0,6,Bot,null,null,,,553902,,190601_005244,6.9532,-118.1519,-0.2343,9.4521,27.4827,-31.9142,3.31,1.56,114,65.1,18.2,79.759,2283,5.802,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.6978,null,null,null,null,null,null,null,50,2,Curveball,3,3,3,3,3,3,3,3,Infield shift,Standard
FF,5/31/2019,93.1,-3.5276,5.5479,Jose Berrios,624414,621244,null,called_strike,,,,,6,null,R,R,R,TB,MIN,S,null,null,0,0,2019,-0.9246,1.1054,0.3027,2.4566,null,null,null,0,6,Bot,null,null,,,553902,,190601_005228,11.8258,-134.9713,-4.5066,-13.9486,30.7338,-17.9154,3.2047,1.4701,null,null,null,92.669,2122,6.344,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.156,null,null,null,null,null,null,null,50,1,4-Seam Fastball,3,3,3,3,3,3,3,3,Infield shift,Standard
CH,5/31/2019,81.6,-3.3534,5.239,Jose Berrios,596847,621244,field_out,hit_into_play,,,,,7,Ji-Man Choi grounds out to first baseman C.  J. Cron.  ,R,L,R,TB,MIN,X,3,ground_ball,0,1,2019,-1.1962,0.2877,-0.5512,2.0117,null,664040,642715,2,5,Bot,161.64,163.18,,,553902,,190601_003810,8.6761,-118.5306,-1.1669,-13.1104,24.3562,-29.4239,3.29,1.59,null,82.9,-20.7,81.746,1688,6.656,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,53.8438,0.075,0.065,0,1,0,0,2,44,2,Changeup,3,3,3,3,3,3,3,3,Standard,Standard
CH,5/31/2019,82.5,-3.3455,5.3122,Jose Berrios,596847,621244,null,swinging_strike,,,,,13,null,R,L,R,TB,MIN,S,null,null,0,0,2019,-1.2597,-0.1021,-0.7055,0.9808,null,664040,642715,2,5,Bot,null,null,,,553902,,190601_003745,8.5098,-119.7638,-3.0578,-13.9357,25.1952,-32.7345,3.29,1.59,null,null,null,82.476,1563,6.608,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,53.8914,null,null,null,null,null,null,null,44,1,Changeup,3,3,3,3,3,3,3,3,Standard,Standard
FT,5/31/2019,93,-3.3676,5.4584,Jose Berrios,642715,621244,single,hit_into_play_no_out,,,,,4,Willy Adames singles on a line drive to right fielder Max Kepler.   Brandon Lowe to 2nd.  ,R,R,R,TB,MIN,X,9,line_drive,1,1,2019,-1.5414,0.8069,-0.5114,2.9034,null,null,664040,2,5,Bot,167.09,112.3,,,553902,,190601_003704,10.8597,-135.0625,-2.5506,-21.59,30.479,-21.7747,3.51,1.69,192,71.4,18.5,93.633,2226,6.853,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,53.6469,0.88,0.806,0.9,1,1,0,4,43,3,2-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard
CU,5/31/2019,80.1,-3.5376,5.3685,Jose Berrios,642715,621244,null,foul,,,,,2,null,R,R,R,TB,MIN,S,null,null,1,0,2019,1.7015,-0.2468,-0.202,2.9679,null,null,664040,2,5,Bot,null,null,,,553902,,190601_003607,4.1657,-116.36,1.9613,14.0948,25.1788,-35.0528,3.51,1.69,121,66.3,18.7,78.783,2289,5.811,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.6881,null,null,null,null,null,null,null,43,2,Curveball,3,3,3,3,3,3,3,3,Standard,Standard
CU,5/31/2019,81.8,-3.5475,5.4424,Jose Berrios,642715,621244,null,ball,,,,,11,null,R,R,R,TB,MIN,B,null,null,0,0,2019,1.404,0.0589,-0.9973,2.9267,null,null,664040,2,5,Bot,null,null,,,553902,,190601_003541,3.058,-118.9983,0.8288,12.4747,24.6245,-32.0454,3.5134,1.69,null,null,null,81.121,2209,6.02,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.4792,null,null,null,null,null,null,null,43,1,Curveball,3,3,3,3,3,3,3,3,Standard,Standard
FF,5/31/2019,94,-3.501,5.4886,Jose Berrios,664040,621244,walk,ball,,,,,11,Brandon Lowe walks.  ,R,L,R,TB,MIN,B,null,null,3,2,2019,-0.6853,1.2046,-1.1294,3.8562,null,null,null,2,5,Bot,null,null,,,553902,,190601_003504,7.7691,-136.7948,-1.1962,-10.541,32.6486,-16.8246,3.0265,1.5,null,null,null,94.592,2176,6.817,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,53.6826,null,null,0.7,1,0,0,null,42,7,4-Seam Fastball,3,3,3,3,3,3,3,3,Infield shift,Standard
CH,5/31/2019,83.3,-3.4396,5.3382,Jose Berrios,664040,621244,null,ball,,,,,11,null,R,L,R,TB,MIN,B,null,null,2,2,2019,-1.3152,0.4126,-1.7916,3.0659,null,null,null,2,5,Bot,null,null,,,553902,,190601_003443,6.3687,-121.0693,0.4803,-14.196,25.2693,-28.4664,3.1415,1.5,null,null,null,83.069,1646,6.359,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.1408,null,null,null,null,null,null,null,42,6,Changeup,3,3,3,3,3,3,3,3,Infield shift,Standard
CU,5/31/2019,83.9,-3.4497,5.4968,Jose Berrios,664040,621244,null,foul,,,,,6,null,R,L,R,TB,MIN,S,null,null,2,2,2019,1.6858,-0.0066,0.7239,2.6436,null,null,null,2,5,Bot,null,null,,,553902,,190601_003422,6.3169,-121.9467,-0.1138,15.1287,26.1584,-32.4696,3.23,1.5,33,51.8,0.9,83.012,2221,5.969,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.5306,null,null,null,null,null,null,null,42,5,Curveball,3,3,3,3,3,3,3,3,Infield shift,Standard
CU,5/31/2019,80.6,-3.6006,5.3664,Jose Berrios,664040,621244,null,called_strike,,,,,4,null,R,L,R,TB,MIN,S,null,null,2,1,2019,1.8355,-0.3142,-0.7095,2.6475,null,null,null,2,5,Bot,null,null,,,553902,,190601_003402,2.9623,-117.1076,1.3064,15.8227,25.1365,-35.5417,3.23,1.5,null,null,null,79.477,2292,5.906,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.594,null,null,null,null,null,null,null,42,4,Curveball,3,3,3,3,3,3,3,3,Infield shift,Standard
CH,5/31/2019,82.8,-3.5487,5.3861,Jose Berrios,664040,621244,null,ball,,,,,11,null,R,L,R,TB,MIN,B,null,null,1,1,2019,-1.3298,0.41,-1.4151,3.6105,null,null,null,2,5,Bot,null,null,,,553902,,190601_003344,7.5193,-120.387,1.6754,-14.5037,24.3326,-28.7214,3.23,1.5,null,null,null,83.008,1655,6.567,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,53.9328,null,null,null,null,null,null,null,42,3,Changeup,3,3,3,3,3,3,3,3,Infield shift,Standard
CU,5/31/2019,82.4,-3.5615,5.4559,Jose Berrios,664040,621244,null,ball,,,,,13,null,R,L,R,TB,MIN,B,null,null,0,1,2019,1.6879,-0.4526,-0.8571,1.8569,null,null,null,2,5,Bot,null,null,,,553902,,190601_003329,2.8855,-119.9028,-0.7004,15.2984,26.2535,-36.5547,3.1127,1.4615,null,null,null,81.548,2300,6.015,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.4845,null,null,null,null,null,null,null,42,2,Curveball,3,3,3,3,3,3,3,3,Infield shift,Standard
FF,5/31/2019,93.9,-3.4108,5.5474,Jose Berrios,664040,621244,null,swinging_strike,,,,,11,null,R,L,R,TB,MIN,S,null,null,0,0,2019,-0.7277,1.405,-0.0096,3.6243,null,null,null,2,5,Bot,null,null,,,553902,,190601_003312,10.434,-136.3244,-2.3403,-11.4483,30.7906,-14.3044,3.23,1.5,null,null,null,93.897,2203,6.477,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.0227,null,null,null,null,null,null,null,42,1,4-Seam Fastball,3,3,3,3,3,3,3,3,Infield shift,Standard
CH,5/31/2019,84.2,-3.4758,5.3933,Jose Berrios,640457,621244,strikeout,called_strike,,,,,6,Austin Meadows called out on strikes.  ,R,L,R,TB,MIN,S,2,null,1,2,2019,-1.2269,0.7974,0.3359,2.4004,null,null,null,1,5,Bot,null,null,,,553902,,190601_003241,11.2274,-122.0405,-2.0909,-14.4241,23.773,-24.0292,3.39,1.57,null,null,null,83.891,1558,6.282,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.2177,null,null,0,1,0,0,null,41,4,Changeup,3,3,3,3,3,3,3,3,Standard,Standard
CU,5/31/2019,83,-3.5761,5.4492,Jose Berrios,640457,621244,null,foul,,,,,14,null,R,L,R,TB,MIN,S,null,null,1,1,2019,1.4281,-0.0998,1.0669,2.4089,null,null,null,1,5,Bot,null,null,,,553902,,190601_003217,7.8047,-120.5832,-0.2164,11.9947,25.5144,-33.3383,3.39,1.57,235,84.5,22.1,82.061,2436,5.947,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.5521,null,null,null,null,null,null,null,41,3,Curveball,3,3,3,3,3,3,3,3,Standard,Standard
CU,5/31/2019,82.9,-3.5089,5.4763,Jose Berrios,640457,621244,null,foul,,,,,14,null,R,L,R,TB,MIN,S,null,null,1,0,2019,1.7556,-0.2335,0.9551,1.8941,null,null,null,1,5,Bot,null,null,,,553902,,190601_003153,6.7698,-120.5468,-1.1828,15.3456,25.6128,-34.4099,3.39,1.57,null,null,null,82.084,2387,5.991,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.5087,null,null,null,null,null,null,null,41,2,Curveball,3,3,3,3,3,3,3,3,Standard,Standard
CH,5/31/2019,83.2,-3.3964,5.3519,Jose Berrios,640457,621244,null,ball,,,,,11,null,R,L,R,TB,MIN,B,null,null,0,0,2019,-1.1788,0.1742,-1.2462,2.5323,null,null,null,1,5,Bot,null,null,,,553902,,190601_003140,7.3567,-121.0803,-0.3612,-13.2142,23.4729,-30.5511,3.39,1.57,null,null,null,84.035,1592,6.817,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,53.6827,null,null,null,null,null,null,null,41,1,Changeup,3,3,3,3,3,3,3,3,Standard,Standard
FT,5/31/2019,93.2,-3.5006,5.5349,Jose Berrios,628338,621244,field_out,hit_into_play,,,,,4,"Guillermo Heredia grounds out, pitcher Jose Berrios to first baseman C.  J. Cron.  ",R,R,R,TB,MIN,X,1,ground_ball,1,0,2019,-1.5418,0.8662,-0.2997,2.6784,null,null,null,0,5,Bot,116.21,181.95,,,553902,,190601_003046,11.6672,-135.3158,-3.4699,-21.6227,29.6639,-20.9072,3.19,1.55,1,60.3,-68.2,93.423,2146,6.555,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,53.9441,0.232,0.214,0,1,0,0,2,40,2,2-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard
CH,5/31/2019,84.3,-3.2308,5.4303,Jose Berrios,628338,621244,null,ball,,,,,14,null,R,R,R,TB,MIN,B,null,null,0,0,2019,-1.1617,0.0512,0.7,0.511,null,null,null,0,5,Bot,null,null,,,553902,,190601_003032,11.5723,-122.2427,-5.1199,-14.2002,25.2622,-30.7929,3.1324,1.55,null,null,null,84.717,1601,6.861,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,53.6381,null,null,null,null,null,null,null,40,1,Changeup,3,3,3,3,3,3,3,3,Standard,Standard
CH,5/31/2019,83.6,-3.5235,5.3502,Jose Berrios,572287,621244,strikeout,swinging_strike,,,,,8,Mike Zunino strikes out swinging.  ,R,R,R,TB,MIN,S,2,null,2,2,2019,-1.2296,0.1201,0.1731,1.6129,null,null,null,2,4,Bot,null,null,,,553902,,190601_001643,10.9187,-121.2287,-2.3352,-14.3312,25.1049,-30.7382,3.467,1.589,null,null,null,83.21,1576,6.357,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.1421,null,null,0,1,0,0,null,33,5,Changeup,3,1,3,1,1,3,3,1,Infield shift,Standard
CH,5/31/2019,84.4,-3.3934,5.4044,Jose Berrios,572287,621244,null,ball,,,,,14,null,R,R,R,TB,MIN,B,null,null,1,2,2019,-1.5292,0.0462,1.2247,0.1309,null,null,null,2,4,Bot,null,null,,,553902,,190601_001623,13.8562,-121.9968,-5.871,-18.3113,25.7761,-30.678,3.297,1.5289,null,null,null,84.262,1743,6.735,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,53.7643,null,null,null,null,null,null,null,33,4,Changeup,3,1,3,1,1,3,3,1,Infield shift,Standard
CH,5/31/2019,83.9,-3.3849,5.3663,Jose Berrios,572287,621244,null,swinging_strike,,,,,13,null,R,R,R,TB,MIN,S,null,null,1,1,2019,-1.3589,0.0742,-0.0161,1.1408,null,null,null,2,4,Bot,null,null,,,553902,,190601_001606,10.6022,-121.7394,-3.4658,-15.8707,25.2926,-30.9091,3.467,1.589,null,null,null,84.264,1638,6.817,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,53.6825,null,null,null,null,null,null,null,33,3,Changeup,3,1,3,1,1,3,3,1,Infield shift,Standard
FT,5/31/2019,92.6,-3.3872,5.4597,Jose Berrios,572287,621244,null,ball,,,,,11,null,R,R,R,TB,MIN,B,null,null,0,1,2019,-1.4001,0.94,-1.2003,3.6303,null,null,null,2,4,Bot,null,null,,,553902,,190601_001552,8.6753,-134.5844,-0.9013,-18.9903,30.0283,-20.7353,3.291,1.589,null,null,null,92.714,2161,6.488,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.0119,null,null,null,null,null,null,null,33,2,2-Seam Fastball,3,1,3,1,1,3,3,1,Infield shift,Standard
CU,5/31/2019,82.4,-3.4303,5.5452,Jose Berrios,572287,621244,null,foul,,,,,5,null,R,R,R,TB,MIN,S,null,null,0,0,2019,1.7696,-0.2287,0.1914,2.8156,null,null,null,2,4,Bot,null,null,,,553902,,190601_001537,4.7862,-119.8161,0.8635,15.7967,26.3806,-34.7868,3.467,1.589,159,68.3,28.6,81.931,2443,6.333,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.1665,null,null,null,null,null,null,null,33,1,Curveball,3,1,3,1,1,3,3,1,Infield shift,Standard
CU,5/31/2019,83,-3.7065,5.4674,Jose Berrios,621002,621244,field_out,hit_into_play,,,,,8,"Daniel Robertson grounds out, third baseman Miguel Sano to first baseman C.  J. Cron.  ",R,R,R,TB,MIN,X,5,ground_ball,1,2,2019,1.5766,-0.2148,0.0811,1.8069,null,null,null,1,4,Bot,107.13,173.47,,,553902,,190601_001505,5.5812,-120.6884,-1.411,14.047,25.7515,-34.19,3.2,1.52,7,94.5,-14.7,82.549,2535,6.248,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.2515,0.16,0.165,0,1,0,0,2,32,4,Curveball,3,1,3,1,1,3,3,1,Standard,Standard
CH,5/31/2019,81.2,-3.4785,5.3686,Jose Berrios,621002,621244,null,swinging_strike,,,,,5,null,R,R,R,TB,MIN,S,null,null,1,1,2019,-1.1008,0.0033,-0.2178,2.1834,null,null,null,1,4,Bot,null,null,,,553902,,190601_001443,9.5608,-118.026,-0.4853,-12.3513,23.1341,-32.2373,3.2,1.52,null,null,null,81.984,1471,6.946,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,53.5535,null,null,null,null,null,null,null,32,3,Changeup,3,1,3,1,1,3,3,1,Strategic,Standard
CU,5/31/2019,81.6,-3.6906,5.4544,Jose Berrios,621002,621244,null,called_strike,,,,,4,null,R,R,R,TB,MIN,S,null,null,1,0,2019,1.3936,-0.4221,-0.7269,2.604,null,null,null,1,4,Bot,null,null,,,553902,,190601_001430,3.9979,-118.5705,1.0135,11.9649,24.388,-36.5214,3.1596,1.52,null,null,null,80.402,2322,5.718,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.7815,null,null,null,null,null,null,null,32,2,Curveball,3,1,3,1,1,3,3,1,Strategic,Standard
FF,5/31/2019,92.8,-3.5134,5.4936,Jose Berrios,621002,621244,null,ball,,,,,14,null,R,R,R,TB,MIN,B,null,null,0,0,2019,-0.8803,1.2586,1.6977,1.2246,null,null,null,1,4,Bot,null,null,,,553902,,190601_001418,15.2882,-134.2456,-7.8588,-14.011,28.4867,-15.3078,3.1969,1.52,null,null,null,92.929,2104,6.645,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,53.8543,null,null,null,null,null,null,null,32,1,4-Seam Fastball,3,1,3,1,1,3,3,1,Strategic,Standard
CU,5/31/2019,81.8,-3.7105,5.3739,Jose Berrios,595281,621244,field_out,hit_into_play,,,,,8,"Kevin Kiermaier grounds out, first baseman C.  J. Cron to pitcher Jose Berrios.  ",R,L,R,TB,MIN,X,3,ground_ball,0,1,2019,1.7817,0.0297,0.0464,1.7399,null,null,null,0,4,Bot,149.52,163.18,,,553902,,190601_001340,5.051,-118.8525,-1.5765,15.2793,25.3392,-31.8423,3.34,1.58,2,78.6,-38.1,80.408,2266,5.673,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.8265,0.05,0.048,0,1,0,0,2,31,2,Curveball,3,1,3,1,1,3,3,1,Standard,Standard
CH,5/31/2019,83.1,-3.4237,5.4161,Jose Berrios,595281,621244,null,called_strike,,,,,13,null,R,L,R,TB,MIN,S,null,null,0,0,2019,-1.2073,0.1033,-0.8421,1.7365,null,null,null,0,4,Bot,null,null,,,553902,,190601_001326,8.3045,-120.7155,-2.1321,-13.4866,24.056,-30.9495,3.3164,1.58,null,null,null,83.161,1599,6.479,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.0209,null,null,null,null,null,null,null,31,1,Changeup,3,1,3,1,1,3,3,1,Standard,Standard
FT,5/31/2019,93.1,-3.4464,5.4095,Jose Berrios,624414,621244,field_out,hit_into_play,,,,,7,"Christian Arroyo grounds out, shortstop Marwin Gonzalez to first baseman C.  J. Cron.  ",R,R,R,TB,MIN,X,6,ground_ball,3,1,2019,-1.5416,0.7319,-0.4445,2.0856,null,642715,null,2,3,Bot,107.13,147.43,,,553902,,190601_000343,11.2004,-135.2154,-4.3795,-21.6028,29.9548,-22.3248,3.31,1.56,30,100.8,-2.7,93.578,2208,6.713,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,53.7869,0.368,0.345,0,1,0,0,2,26,5,2-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard
CU,5/31/2019,81.3,-3.4565,5.4945,Jose Berrios,624414,621244,null,ball,,,,,14,null,R,R,R,TB,MIN,B,null,null,2,1,2019,1.6371,-0.5419,0.8657,1.0266,null,642715,null,2,3,Bot,null,null,,,553902,,190601_000316,6.5344,-118.0917,-2.2246,13.4155,26.511,-36.8803,3.1411,1.5007,null,null,null,80.013,2396,5.911,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.5881,null,null,null,null,null,null,null,26,4,Curveball,3,1,3,1,1,3,3,1,Standard,Standard
FT,5/31/2019,93.6,-3.402,5.5248,Jose Berrios,624414,621244,null,swinging_strike,,,,,1,null,R,R,R,TB,MIN,S,null,null,2,0,2019,-1.2692,1.1436,-0.3723,2.7907,null,642715,null,2,3,Bot,null,null,,,553902,,190601_000256,10.6407,-135.868,-3.8156,-18.1321,30.1795,-17.3301,3.31,1.56,null,null,null,93.636,2194,6.477,566692,621244,553902,543068,570731,593934,503556,592696,621439,596146,54.0221,null,null,null,null,null,null,null,26,3,2-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard
